ext_id,card_title,description,rating,source,deck
276,Riding Plow,"Riding Plow Riding Plow While its power is undeniable, this is my least
favorite plow. For one, the 4W, 3 Occ price tag is extremely steep. Second,
since every field after the 5th is generally unnecessary, maximizing the plow's
value requires that you don't plow a single field before you play the card out.
Even then, you still get an almost useless 6th field. Many times I've seen players excitedly play this
card out, only to be disappointed in their final score. A lot of the time, the
exorbitant cost on the card (coupled with the hidden cost of not being able to
plow for almost the entire game) make it more trouble than it's worth.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
277,Ringmaster," One grain is a high price, and playing extra minors is a weak ability. Nice with a strong Traveling Players combo, but not worth considering otherwise. ",1,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (K)
278,Sack Cart,"Sack Cart Sack Cart By the time you have 2 occupations out, it's
usually past round 5 anyway, but even then 2W for an eventual 3G is a decent
deal. This card can have a lot of value for supporting a baking strategy that
doesn't sow early grain. Having to sow one or two fields of grain is a
traditional weakness of baking, since it delays FG. The Sack Cart can help
offset this.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
279,Sawhorse,"Sawhorse Sawhorse Fencing is one of the best ways to get points in
Agricola. This saves wood doing something you were probably going to do anyway.
Since it pays for itself the moment you build a stable, this is nearly always
worth playing before you build rooms.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
280,Sawmill,"Sawmill Sawmill Obviously worth playing if you've purchased the
Joinery, but no one ever actually purchases the Joinery. Furthermore, this
isn't enough incentive to buy an intrinsically weak card.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
281,Schnaps Distiller,"Schnaps Distiller Holy crap: 5 food! This is an unholy combo if you get him with an occ that gives early vegetables.
Even if you have to get veggies the old fashioned way, he can generate a lot of
food in the late game if you have been baking and don't have a cooking hearth.
Just make sure you have 2 veggie fields before you play him, because otherwise
you won't have any veggies at the end of the game.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
282,Schnaps Distillery,"Schnaps Distillery Schnaps Distillery The 1 vegetable cost sinks this card. The card is
worthless unless you happen to have an occupation that gives early vegetables.
Even then, this is a crummy card for food purposes, as it's more efficient to
just use a Cooking Hearth to eat the vegetable you would have used to play
this. This makes it a highly conditional points play near the end of the game.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
283,Scholar,"Scholar The 'When you have a stone house' clause is always a huge barrier to entry. In
this case, by the time you get a stone house, you should have already played
most of the occupations you actually wanted to get out. However, particularly
in larger player games (where early stone renovation is both possible and
occasionally desirable), this can save you 2 or 3 actions, provided you have
some late game improvements/occupations that you'd like to play. In the rare
instances that you will be able to use him properly, he can seem overwhelmingly
powerful.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
284,Seasonal Worker,"Seasonal Worker This guy would be worth playing even without the vegetable clause. As is, he's
simply amazing. He generates a ton of food early as you get your grain engine
set up, and then gives you early veggies (plus more food!) in stage 2. This is
a pet favorite of many people at BGG, and with good reason.",5,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
285,Seed Master," Best use for this is with a big grain combo, for instance Grain cart. Pretty poor otherwise. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (C)
286,Seed Seller,"Seed Seller If you are going to want 2 grain to sow into 2 fields, he is always worth it.
The grain he gives at the start negates his food cost, and from there you only
have to spend 1 action to get the 2 grain you need. Either way you have spent 2
actions to get 2 grain. However, the real way this guy shines is for 'lazy' baking, where you
don't bother plowing fields until stage 3 or even stage 4. In most games, you
won't have the time to plow fields early, and will need to spend most of your
actions on family growth. This guy lets you delay sowing fields at all - just
take more grain every time you run out. While I don't play him every time I get him, he is a good incentive to go
baking, especially in larger games.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
287,Serf,"Serf Early game he generates some extra grain to help you along with baking, and
late game he gets back the action you spent to play him by giving you a veggie.
He's a nice incentive towards going for a baking strategy, and a must play if
you already wanted to bake anyway (excluding hands when you have the Baker).",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
288,Sheep Farmer,"Sheep Farmer This is a personal favorite. Early game he guarantees you a breeding pair of
sheep- just take the thing at one sheep. Middle game he generates a ton of food
and denies other people sheep, as you can camp the square at 2 sheep. Late game
he saves you at least one action by giving you Boar and Cattle. I usually play
him with the intention of getting to 7 sheep, at which point I can convert 6 of
them into breeding pairs of cattle and boar. A great trick which not everyone knows about is that if you have a cooking
hearth and take the sheep square at 2 sheep, you can immediately convert the 3
sheep into a boar and a cattle. This will net you 7 food for one action, and is
incredibly powerful. Unlike most Occs, this guy is useful for pretty much the entire game. Well
worth getting out.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
289,Sheep Whisperer,"Sheep Whisperer The best part about this card is the picture, which shows a dude using a
megaphone to 'whisper' to his sheep. Priceless. Unfortunately, like the Boar Whisperer, he's a decidedly underwhelming card. By
the time most of the sheep actually come, you don't even care anymore. He
needed to give a breeding pair before the second harvest to be playable. You're
better off spending the action building up your farm so that you can be the
first person to get a breeding pair of sheep.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
290,Shepherd,"Shepherd I gave the Sheep Whisperer one star, and this is even worse than that. There's
simply no way you're going to be able to get 4 sheep and room for two more
before the second harvest, so you're only going to get a maximum of 4 extra
sheep from him. The Sheep Whisperer gives the same amount of food, and doesn't
force you to already have sheep just to get more sheep. Like all things in
Agricola, sheep have diminishing returns - if you already have 4 sheep, there
isn't much value in getting 4 more.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
291,Shepherd Boy,"Shepherd Boy Gives less food than the Manservant (a card that's far from overpowered), and
by the time you get a stone house, you should have no trouble getting sheep.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
292,Shepherd's Crook,"Shepherd's Crook Shepherd's Crook 2 sheep for 1 wood is an amazing deal, pure and
simple. Unfortunately, the huge requirement of wood (9!) prevents this from
being useful in the early game. If you're planning on using sheep for early
food, you probably have better options. However, for someone who's found a way
to eat early without sheep, you can't beat this efficiency as part of a mid to
late game fence play.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
293,Shepherd's Pipe,"Shepherd's Pipe Shepherd's Pipe There's a bit of a chicken and egg problem here.
Before you can get room for sheep, you have to have sheep! The optimal use for
the card is to build a stable, get exactly two sheep, and use this to make room
for your lamb in the next harvest. However, putting this narrow plan into
action is difficult, as you won't always have time to play a minor improvement
in the tiny window between getting the two sheep and going to harvest.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
294,Simple Fireplace,"Simple Fireplace Simple Fireplace This is another card that can ruin the early
fireplace. If you take SP with it for the final round of actions, you will be
able to eat the sheep (albeit inefficiently) and hose the fireplace buyer that
was letting them accumulate. After that, the free upgrade to a Cooking Hearth
should be able to get you a decent long-term feeding strategy. Particularly in advanced games, when your
opponents understand the importance of the first fireplace, this can be an
excellent offensive tactical card. It can also be a reasonably cheap way to get
a Cooking Hearth.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
295,Singer," Nice card in a pinch, and very flexible, but you’ll usually have something better. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,F (K)
296,Slaughterhouse,"Slaughterhouse Slaughterhouse In 2-p and 3-p this is practically a dead draw.
The stone in the cost means that you won't be able to play it early.
Additionally, the presence of only one or two other players give this dubious
utility. There's a good chance that if someone is eating animals, that someone
is you! In 4-p and 5-p, this card obviously increases in
value, both for the increased number of players and for the earlier access to
stone. If you rush this out, it can ensure a hefty, albeit unreliable, windfall
of food.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
297,Slaughterman,"Slaughterman This guy can generate a lot of food, but most of that food will come fairly
late, when the ranchers start slaughtering a single sheep just to make room for
the baby. Still, he's worth playing semi-early if there are 2-3 ranchers and
you're not one of them.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
298,Sleeping Corner,"Sleeping Corner Sleeping Corner The two grain field requirement usually means that
this won't be relevant until FG w/o Room comes out. At that stage, depending on
the number of players, its effect can range from huge to OK. In 2-p, you're
usually better off denying your opponent from the square than passively
preventing yourself from being denied. Is the effect worth getting two grain fields sown
if you're ranching? Probably not, since just getting those two fields sown will
probably cost more actions than the FG w/o Room will give you, and grain is a
pretty terrible way to score points in the end game. However, if you're already
sowing grain, this can be aces in a crowded game.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
299,Smallholder,"Smallholder Neither benefit is very impressive by itself, so in order to play this guy,
you're going to have to use both of his abilities. This is a bad idea, because
contrary to popular belief, Agricola does not reward diversification - it
rewards last minute last minute diversification. In the early game,
you want to specialize into a specific food engine, which goes against what the
Smallholder wants you to do.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
300,Social Climber,"Social Climber This guy is amazing if you can secure the first clay renovation. Once you get
that, the 3 stone should make securing the first stone renovation trivial, at
which point you can use the second batch of stone to get yourself a well for a
million points. This is one of the few cards that encourage early renovation that I actually
like.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
301,Spices,"Spices Spices Well, it's free, and you can't argue with that.
Still, most of the time you don't end up eating vegetables, as they're too
valuable in terms of points and come at an awkward stage in the game. Clearly
if you plan on eating vegetables, this is a must-play. If you're not sure one
way or the other, the fact that it's free means that either way it won't be too
big of a mistake.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
302,Spindle,"Spindle Spindle If you plan on herding sheep, this is worth
bringing out every time. Once you get to 3 sheep you will essentially be
getting 3 food every harvest, since you can get 1 food in the field phase, then
slaughter a sheep to make room for the lamb. All told, the Spindle should be a
no mess 3-5 food, depending on how early you get your sheep.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
303,Spinney,"Spinney Spinney In 2-p this is sometimes worth rushing out. The
lack of any other wood spot means that you can essentially starve your opponent
out of wood completely in the mid to late game. It's almost never worth
spending an action to get two wood and give your opponent one, so often you
will be able to take the wood spot for the rest of the game. In all other
modes, this has less of an effect, but is still an annoying card that will
easily pay its cost back with interest, either by giving you the wood directly
or dissuading an opponent from taking wood. You should think of this as a
slight incentive to get to three occupations.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
304,Spit Roast,"Spit Roast Spit Roast This version of the Spindle is more flexible,
albeit less powerful. Since you can hold a temporary sacrificial lamb in your
house, it's not hard to get this to most of the harvests after you play it,
making it good for at least 3-4 food. However, the downside is that if you
sacrifice your final sheep to get the food bonus, you're going to have to grab
sheep again in order to cancel out the negative. Nonetheless, this comes out most of the time I
plan on getting a Fireplace or Cooking Hearth.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
305,Stable,"Stable Stable One stable at half off is a pretty minor effect,
since you will always have the option to buy full priced stables later, when
you build rooms. As always, the immediate utility of this pass-card is
diminished by the fact that your left-hand opponent will probably be playing it
himself. Still, you take what you can get, and often you
won't have anything better to play.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
306,Stablehand,"Stablehand Another card that is unplayable due to the low number of times that you
actually want to fence. Since you can build stables whenever you build rooms,
this is not even saving an action when it activates - just a couple of wood.
Garbage.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
307,Stablemaster,"Stablemaster This card is a little embarrassing when compared to the mini-pasture. That
said, he's still fine for what he does: give you enough room to breed early
sheep while you save wood for rooms.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
308,Stockman,"Stockman One of my favorite plays as a baker is to play the Stockman super late game
with no animals, and then use the 'build room(s)' space to build 3 stables.
POW! 9 points. The other use for him is to use him to get an early breeding pair of cattle.
All you need are 2 stables and something like the Cattle Whisperer; the fences
can come later. Most of the time, however, the lack of a way to breed the singleton animals
makes him too awkward to bother with.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
309,Stone Breaker,"Stone Breaker This guy is obviously inferior to using either of the Renovation spots, which
don't cost food and give a nice secondary benefit of either fences or a
major/minor improvement. Still, in the last round rush to get your house
renovated, sometimes you're going to get blocked from both spots. This is a
nice insurance policy in case that happens.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
310,Stone Buyer,"Stone Buyer This is the most tempting resource buyer to play, simply because stone is the
most valuable resource in the game. Still, in order for him to be worth it,
you're going to need a good early source of food to take advantage of the
people using the RSF spot. You're also going to need a way to use that stone in
the early game. Usually, he doesn't seem worth it.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
311,Stone Carrier,"Stone Carrier You don't take stone from the '1 stone spot' enough for him to give more than 1
or 2, so if play him, it's with the intention of using the RSF spot for 1 reed,
2 stone. That doesn't seem like an impressive enough play to be worth the 1F1A,
unless you have minor improvements that require stone.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
312,Stone Cart,"Stone Cart Stone Cart You generally can't get two occs and 2 spare wood
too early, so often this will stay in your hand. However, in the games where
you can play it early, it will deliver a hefty amount of stone - sometimes two
actions worth. Stone is probably the best resource to have
delivered over time. Since it's primarily a late-game resource, you don't mind
waiting for it.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
313,Stone Carver,"Stone Carver I actually like him in 2-p where stone is very easy to get in the mid and late
game. In the other modes, however, stone is usually too rare to be able to
consistently want to get food from this guy.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
314,Stone Cutter,"Stone Cutter Worth it if you plan on buying a clay oven, since this guy can save you a full
action in that case. He can also be a good play if you have some random 1 stone
minor improvements in your hand.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
315,Stone Deliveryman," Stone is valuable, and its value doesn’t decrease over time. This is a very nice mid-game play. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,D (C)
316,Stone Exchange,"Stone Exchange Stone Exchange Like the Reed Exchange, this is a nice out if you
get cut out from stone to renovate. Since you generally tend to play this late,
your opponents are unlikely to use it themselves. Still, two wood for two stone
is hardly a back-breaking deal.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
317,Stone House Extension,"Stone House Extension Stone House Extension The value of the card is lessened by the simple
existence of the Family Growth without Room spot. The more likely you are to
get the spot, the less likely it is that this late-game card is going to help
you grow your family. Viewed strictly as a 3 point play, the card is fairly
underwhelming; both the Well and the Stone Oven are better with comparable
cost. The fact that this is a minor isn't too relevant, since renovating to
stone implies at least one chance to get a major.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
318,Stone Oven,"Stone Oven Stone Oven This is very much a niche play, as it gives fewer
points than the Well and costs about the same. However, it should never be
forgotten, as it can often be a fantastic way to feed your family in the final
rounds. The extra bake action and 3VPs can make it a potent late game play.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
319,Stone Tongs,"Stone Tongs Stone Tongs This is fantastic and compares very favorably to
cards like Stone Cart and Stone Exchange. Not only does it encourage you to
deny your opponents stone, but it also gives the stone up front, so that you
can use it immediately.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
320,Stone Trader," Absolutely great for buying up Majors, especially with discounters or cards that work well with the Reed/Stone/Food space like Pieceworker or Storehouse Keeper. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,D (K)
321,Stonepiler," You’ll often have a other uses for your stone, but 2 fences or 1 stable for each is a pretty nice rate of conversion. Lets you get away with ignoring wood and pressuring your enemies on stone. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,D (K)
322,Storehouse Clerk,"Storehouse Clerk This guy looks just awful, but is surprisingly playable. Assuming you can get
to 8 wood early, this guy's incremental advantage can be very powerful even if
you never get a single other resource from him! Just compare him to the
Rancher, which gives the same benefit but is much more easy to disrupt. At his best, the Storehouse Clerk can give a ton of resources. You won't always
be able to utilize him, but in the games where you do, he can be a cornerstone
of your strategy.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
323,Storehouse Keeper,"Storehouse Keeper He pays himself off if you were planning on getting 2 grain anyway. Moreover,
the RSF spot is usually fairly strong to begin with. Giving yourself an excuse
to spam it is never a bad thing. Should be worth about 3 grain for 1F1A - that
is an excellent deal.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
324,Storyteller,"Storyteller This guy is pretty obviously inferior to the Undergardener, but early
vegetables are early vegetables. He can also be used by ranchers to set up a
couple of 6 or 7 food plays later on. Obviously this decreases in value if
someone else has already played a TP card.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
325,Straw-thatched Roof,"Straw-thatched Roof Straw-thatched Roof The ability looks like a million dollars, but the
prerequisite makes the card almost unplayable. Even in a heavy baking strategy,
you seldom get more than two grain fields until near the end, when plow and sow
comes out. By then, you're almost always done with building rooms and might
have even renovated. At that stage, it'll only be worth 1 or 2 reed - hardly a
power play. This has some utility as a really bad reed pond in
stage 5, but generally you'll never be able to meet the requirements fast
enough to get much use out of the ability.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
326,Strawberry Patch,"Strawberry Patch Strawberry Patch The prerequisite is a pain, but free 2 VP minors
with benefits can't be ignored. Also, you usually need 2 vegetable fields to
max veggies anyway. This is almost the perfect card to take SP with in round
11, right before one of the powerful stage 5 actions comes out.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
327,Street Musician,"Street Musician This guy commits you to never taking the TP space, and the benefit he gives is
marginal. The first grain is nice, but who really cares about the 2nd or 3rd if
it comes after round 7? Only playable if someone looks like they're going to be abusing the TP space.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
328,Swan Lake,"Swan Lake Swan Lake With a four occupation requirement, you'd expect
something amazing like the Animal Pen or the Quarry. This doesn't fit the bill
by any stretch of imagination. If you already have 4 occupations out then you
might as well play this, but it's very rare to naturally have a game where it's
correct to play 4 of your occupations.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
329,Swineherd,"Swineherd This is much, much worse than either the cowherd or the sheep farmer. The
cowherd has a more powerful effect and lets you spam the cow spot at 1 until
the end of the game - no one cares enough about boar for that to really be
worth doing on the boar spot. Moreover, the sheep spot comes out much earlier
(allowing you to take it more often), and the sheep farmer has a nice clause
that lets you convert your excess sheep into cattle and boar in the mid to late
game.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
330,Swing Plow,"Swing Plow Swing Plow The wood discount makes this more playable than
the Riding Plow, but it suffers the same general problem: in order to maximize
its utility, you have to play a bunch of occupations before you can plow any
fields.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
331,Sycophant,"Sycophant If you are planning on ranching, this card is more annoying than actually good.
You can count on there being at least 2 ranchers in a 4 player game, and they
aren't going to be taking the grain until very late in the game, when the food
won't matter. Basically all this does is hose yourself and the poor sod who
thought he was going to be baking this game. The main value in this card is if you are planning to bake yourself. In that
situation, this can act as a huge deterrent to would-be bakers, freeing up
competition for the take 1 grain, plow field and sow/bake spots. While this
card won't appear like it's doing much, the hidden benefits will often make
this card worth the 1F1A.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
332,Tanner,"Tanner You're going to have to work extremely hard just to get 3 VPs from this guy. He
suffers from the same problems as the Brush Maker, except he's even less
efficient.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
333,Taster,"Taster If I was ever going to ban a card for power reasons, it would be the Taster.
The ironic thing is that this guy actively decreases decreases interaction
despite being in the interactive deck. People are less likely to want to take
SP and less likely to be able to perform blocking moves. The 'decision' to use
the Taster is almost never actually a decision, since the benefit he gives is
so great. In fact, the only way the Taster might increase interaction is that
you're more likely to strangle the guy who plays him.",5,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
334,Tavern,"Tavern Tavern The card's main uses are to A) Randomly burn off some extra stone that you
have lying around. B) Prevent yourself from getting blocked from two
point plays later in the game. In 2-p and 3-p, this card is rubbish, since
incentive B) rarely comes into play (usually there are plenty of ways to get
two points). In 4-p and 5-p, it can have limited use simply because 'two
point' spots like PF and even 1 sheep can become hard to get near the end
of the game. Still, usually you will want to spend the stone
and wood on something better.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
335,Tax Collector," In a big game, Tax collector might bring in 5 or 6 free resources, plus whatever you buy. Slightly awkward in that it gives you resources when others build improvements, but those resources are often most useful for buying the Majors yourself. Still, very high upside. Should be banned in FotM. ",4,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,G (C)
336,Tenant Farmer,"Tenant Farmer The Tenant Farmer seems to be much better than he actually is. The main problem
with the Tenant Farmer is having room to hold 3 animals of a different type.
Eating them is usually not a good solution because of the 'payback' clause he
has. Obviously it gets easier to hold them as the game progresses, but as the game
progresses the benefit he gives becomes minimal.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
337,Thatcher,"Thatcher The Thatcher is usually worse than the Reed Collector, since you still have to
spend another action collecting reed to build your first room. Note that the
minor improvements he reduces doesn't include the Landing Net or Reed Hut
(which would be great with him) and does include the Holiday House, Corn
Storehouse and Water Mill (which are close to unplayable). Still, in games
where reed is tight, he can be a nice boost.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
338,Threshing Board,"Threshing Board Threshing Board Pretty comparable to the Flail, really, but a
little worse since you're less likely to want to spend 2W in the early game,
even with a VP attached.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
339,Tinsmith,"Tinsmith This guy is horrible if the Well hasn't been played. However, in the unusual
cases where a well is purchased early, he can be a strong food engine if you
are playing a game with tons of clay lying around. 4 clay becomes 6 food, and 6
clay becomes 9 food. That's a ton of food.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
340,Traveling Salesman,"Traveling Salesman This plays as a slightly worse version of the Businessman. Again, you're
supposed to be using your minor improvements for taking SP, so his second
clause is usually very bad (even worse than the Businessman's). Again, however, the primary use will be as a stepping stone to winning the
early fireplace/cooking hearth race.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
341,Truffle Digger," Not very strong in 4-player games, but I can imagine it being very nice with 5. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,K (C)
342,Turner,"Turner Another terrible conversion occ. In fact, this is one of the worst ones.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
343,Turnip Field,"Turnip Field Turnip Field Unlike the Lettuce Patch, which has a neat but
fairly weak ability, the Turnip Field's free sow can be very powerful and often
represents a full action saved. I sometimes play a mediocre occupation just to
get this out.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
344,Turnwrest Plow,"Turnwrest Plow Turnwrest Plow Compared to the Crooked Plow, the ability to use
this with your plow and/or sow doesn't quite make up for the increased
occupation requirement. Nonetheless, this is still an excellent card that I
almost always try to get out.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
345,Tutor,"Tutor This card requires you to play him early when actions matter the most, and then
does nothing until the very end of the game. That's not a recipe for a good
card. That said, he and the Perpetual Student are an amazing combo. Often, you will
be able to play out your entire hand of occupations, making him a 6 point play.
Nice!",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
346,Undergardener,"Undergardener The Undergardener isn't quite as good as the Seasonal Worker, but he's still
amazing. The power of early vegetables can't be denied, and the 2 food that
comes with each of them gives you enough time to get them into the ground.
After that, it's just a matter of getting a hold of a cooking hearth, and
you're set on food for the rest of the game. This guy comes out pretty much every time someone draws him.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
347,Understudy," Great for pumping out occupations or doubling up on combo spots, very nice combo with Adoptive Parents. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,F (C)
348,Vegetarian," Great for a mass-grain strategy, allows you to convert grain into 2f at will, but also benefit when you bake. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,C (C)
349,Veterinarian,"Veterinarian This is a worse, 'gamblers edition' of the Animal Handler, which wasn't
particularly strong to begin with. According to the first post of this
thread the first post of this
thread , which is too long to quote here, your expected return from
this occ (if you play it on turn 1) is 1.8 sheep, 1 boar, and 0.4 cattle.
That's far worse on average than the Animal Handler, which guarantees you a
cattle. Moreover, the Animal Handler can be planned around, while the
Veterinarian is random. True random is no one's friend. Of course, if you can convince your group to put animeeples in a bag, then feel
free to cheat away. [if gte vml 1]><v:shape
 id='Picture_x0020_44' o:spid='_x0000_i1068' type='#_x0000_t75' style='width:20pt;
 height:20pt;visibility:visible;mso-wrap-style:square'>
 <v:imagedata src='Academic.fld/image002.gif' o:href='https://cf.geekdo-static.com/images/biggrin.gif'/>
</v:shape><![endif] if !vml endif",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
350,Village Elder,"Village Elder The final 1/2/3/4 wood card. This card is probably the worst to play early,
because you probably aren't going to be spending the wood for improvements,
making the 3 VP anyone's game.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
351,Village Farmer," Of the 1/2/3/4 wood occupations in this deck, this probably the most predictable, and therefore the strongest. Great with a plow. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (K)
352,Village Well,"Village Well Village Well This is a good incentive to get the Well early, as
the Village Well makes it play almost like a 5 point Animal Pen. The Well is
already a strong improvement to get, and this often pushes it over the top. Also, who can deny the appeal of buying the Well,
returning it, and then buying it again?",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
353,Water Carrier,"Water Carrier If for some reason someone builds the well early, he can be worth 7 or even 8
food - a good deal for just one action. The card also becomes very strong if
you happen to have the Well Builder in your hand. Otherwise, don't bother.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
